year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sbxe7307382,il,2.0,21871.0,red,gray,gm remarketing,14450.0,14100.0,2015-01-13 10:00:00+08:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg2er214840,mo,4.8,40218.0,black,black,avis corporation,20300.0,19600.0,2015-03-10 04:00:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg2er292469,va,4.9,18748.0,burgundy,black,safford chrysler jeep dodge of fredericksburg,19600.0,19000.0,2014-12-18 09:05:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er231625,in,4.9,10860.0,white,black,chrysler capital,20500.0,22100.0,2014-12-18 10:10:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er398654,va,4.0,20260.0,gray,black,enterprise veh exchange/rental,19500.0,19000.0,2015-01-15 00:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er169112,mi,5.0,11378.0,red,black,chrysler capital,20500.0,21500.0,2014-12-18 09:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg2er292360,co,4.0,21900.0,white,black,pv holding inc/gdp,19300.0,19400.0,2014-12-30 12:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg2er324739,mi,4.0,24367.0,gray,black,hertz corporation/gdp,19050.0,18900.0,2015-01-14 16:00:00+08:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccaktxeh288151,mn,5.0,13169.0,silver,black,overland west inc,26800.0,27100.0,2015-01-14 05:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er325770,co,4.0,26724.0,silver,black,pv holding inc/gdp,18700.0,19000.0,2014-12-30 12:00:00+08:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccaktxeh273374,mn,4.0,9172.0,white,black,overland west inc,27700.0,26400.0,2015-01-14 05:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er156225,pa,2.4,21663.0,red,tan,"wheels of fortune auto, inc",19250.0,18900.0,2015-01-21 01:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxer292302,mn,4.0,14543.0,gold,black,chrysler group/hertz/pv holding/000gd,20200.0,20200.0,2015-01-14 05:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er314359,co,4.0,20035.0,silver,black,pv holding inc/gdp,19450.0,19200.0,2014-12-23 11:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg2er447506,mn,4.3,18225.0,silver,gray,onemain rem/vossen motors,19650.0,20400.0,2014-12-18 10:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3er472141,il,5.0,18980.0,black,black,k&m northfield dodge,19650.0,20100.0,2015-02-26 03:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er448394,va,5.0,6663.0,white,black,enterprise veh exchange/rental,21100.0,21100.0,2014-12-18 08:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er314263,co,4.0,17323.0,black,black,pv holding inc/gdp,19800.0,19200.0,2014-12-23 11:45:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er269717,mn,4.0,16068.0,black,gray,chrysler group/hertz/pv holding/000gd,20000.0,20300.0,2015-01-14 05:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg5er383042,va,4.0,17468.0,blue,black,enterprise veh exchange/rental,19850.0,19400.0,2015-01-15 00:45:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt5cs325920,tx,3.7,27065.0,gold,gray,mid city mcandrew motors,24300.0,20100.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd6ft7cs246320,ga,3.5,43406.0,black,gray,wells fargo dealer services,17500.0,17500.0,2014-12-18 10:00:00+08:00
2012,Suzuki,SX4,Base,Sedan,automatic,js2yb5a3xc6302521,oh,4.3,50616.0,silver,black,wells fargo dealer services,8975.0,9600.0,2014-12-23 12:00:00+08:00
2012,Ram,2500,Laramie,Crew Cab,automatic,3c6td5ft4cg112694,ut,3.5,129501.0,white,black,auto focus inc,28500.0,21000.0,2015-01-14 03:30:00+08:00
2012,Ram,1500,R/T,Regular Cab,automatic,3c6jd6ct0cg267003,ga,1.9,55804.0,blue,black,southwest business corporation,18850.0,14800.0,2015-01-06 01:30:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd7fpxcs251746,ne,2.7,74289.0,green,gray,enterprise vehicle exchange/davenport,16200.0,15200.0,2015-01-08 10:30:00+08:00
2012,Subaru,Legacy,2.5i Premium,Sedan,manual,4s3bmac63c1004836,pa,2.9,31913.0,blue,black,"jpmorgan chase bank,n.a.",15000.0,14600.0,2014-12-19 09:00:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba7ck543558,tx,4.4,15111.0,silver,black,mercedes-benz financial services,7250.0,7000.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,Sport,Quad Cab,automatic,1c6rd7ht2cs210943,mi,3.9,25309.0,black,black,automobiles n.c.,25400.0,24100.0,2015-01-22 01:30:00+08:00
2012,Scion,iQ,Base,Hatchback,automatic,jtnjjxb01cj012739,ga,4.3,14821.0,gray,black,toyota financial services,9375.0,9200.0,2014-12-18 10:00:00+08:00
2012,Ram,1500,ST,Regular Cab,automatic,3c6jd6atxcg158924,tx,5.0,27132.0,red,gray,woodhouse ford inc,15500.0,17000.0,2014-12-23 14:00:00+08:00
2012,Scion,xB,Base,Wagon,manual,jtlze4fe8cj008191,pa,3.8,21954.0,silver,black,toyota of york,12500.0,12000.0,2014-12-19 09:00:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba7ck578097,tx,3.7,11350.0,red,black,mercedes-benz financial services,7450.0,8000.0,2014-12-18 11:00:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba0ck567670,nv,3.8,5369.0,red,black,auto & truck direct,7750.0,6700.0,2014-12-19 11:45:00+08:00
2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmcb68c3038515,ma,3.6,62305.0,gray,black,ge fleet services for itself/servicer,12700.0,12800.0,2014-12-23 09:30:00+08:00
2012,Ram,1500,Laramie,Crew Cab,automatic,1c6rd7ntxcs218194,ut,4.1,24080.0,black,black,primeritus remarketing / trugrocer fcu,32100.0,31000.0,2015-01-14 03:30:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt9cs176881,ga,2.7,25942.0,red,black,don jackson chrysler dodge jeep,24400.0,23000.0,2014-12-18 10:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbjc7c3276905,oh,3.7,77518.0,blue,tan,ge fleet services for itself/servicer,15200.0,15700.0,2014-12-23 09:30:00+08:00
2012,Suzuki,SX4,LE Popular Package,Sedan,automatic,js2yc5a34c6304780,pr,3.0,17915.0,gray,beige,oriental bank,6750.0,6000.0,2014-12-30 11:30:00+08:00
2012,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbb60c3008659,nj,4.0,25021.0,gray,black,"jpmorgan chase bank,n.a.",14950.0,14400.0,2015-01-07 09:15:00+08:00
2012,Suzuki,SX4,LE,Sedan,automatic,js2yc5a34c6300521,nc,2.6,61129.0,white,beige,c&f finance company,4775.0,5000.0,2014-12-23 09:15:00+08:00
2012,Ram,3500,ST,Crew Cab,automatic,3c63drgl6cg107602,tx,2.7,104822.0,black,black,tdaf remarketing,25900.0,25750.0,2014-12-31 10:15:00+08:00
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gt4cs255779,ga,3.4,63329.0,white,black,carworks inc,18100.0,18200.0,2014-12-18 10:00:00+08:00
2012,Ram,1500,SLT,Regular Cab,automatic,3c6jd7ep8cg169309,mn,3.4,49300.0,white,gray,wheels ltd,15600.0,16100.0,2015-01-08 10:45:00+08:00
2012,Suzuki,Grand Vitara,Premium,SUV,automatic,js3te0d20c4100897,pr,3.0,21279.0,white,beige,oriental bank,9775.0,8500.0,2015-01-08 11:30:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd6ft4cs211931,fl,4.3,33257.0,red,black,gm financial,18250.0,20800.0,2014-12-18 09:45:00+08:00
2012,Subaru,Legacy,2.5i Limited PZEV,Sedan,automatic,4s3bmbj67c3022981,oh,2.7,87364.0,gray,black,ari,10200.0,10500.0,2015-01-08 02:00:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba0ck563392,tx,4.8,29508.0,red,black,mercedes-benz financial services,6500.0,7000.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,SLT,Crew Cab,automatic,1c6rd7lt0cs180302,va,2.8,44782.0,blue,brown,safford chrysler jeep dodge of fredericksburg,22200.0,22100.0,2014-12-18 09:05:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt9cs269884,il,4.0,10434.0,black,black,riverside auto sales inc,27300.0,26000.0,2015-01-15 10:00:00+08:00
2012,Ram,3500,SLT,Crew Cab,automatic,3c63drhl7cg196711,wi,4.4,33249.0,blue,gray,riverside auto sales inc,36600.0,35400.0,2015-01-07 10:00:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd7ft6cs274700,ne,2.9,85441.0,white,gray,enterprise vehicle exchange/davenport,18950.0,16200.0,2015-01-08 02:30:00+08:00
2012,Scion,tC,Base,Hatchback,manual,jtkjf5c70c3026005,sc,3.0,51069.0,black,black,competition cars inc,12200.0,11500.0,2014-12-18 10:00:00+08:00
2012,Scion,xB,Base,Wagon,automatic,jtlze4fexcj028314,tx,3.1,33881.0,white,black,santander consumer,11600.0,10000.0,2014-12-17 10:00:00+08:00
2012,Suzuki,Kizashi,SE,Sedan,automatic,js2re9a33c6101305,in,3.7,48690.0,red,black,remarketing by ge/flagship credit acceptance,8750.0,9400.0,2014-12-18 10:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbjc4c3261617,in,5.0,74143.0,gray,black,ge fleet services for itself/servicer,15900.0,16500.0,2014-12-18 10:00:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c70c3029020,ga,4.7,57665.0,blue,black,world omni financial corporation,11950.0,12300.0,2014-12-18 10:00:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c70c3029860,co,4.4,29573.0,blue,black,bellco fcu,13100.0,13700.0,2014-12-23 11:45:00+08:00
2012,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbc65c3032129,pa,2.9,38806.0,burgundy,black,"jpmorgan chase bank,n.a.",14450.0,14600.0,2014-12-19 09:00:00+08:00
2012,Suzuki,SX4,LE Popular Package,Sedan,automatic,js2yc5a32c6302378,pr,4.2,37546.0,gray,beige,oriental bank,6125.0,3500.0,2014-12-18 11:30:00+08:00
2012,Subaru,Outback,3.6R Limited,Wagon,automatic,4s4brdkc4c2225765,fl,3.3,42018.0,black,beige,remarketing by ge/tmt auto wholesale inc,20300.0,21200.0,2014-12-19 09:45:00+08:00
2012,Ram,1500,ST,Regular Cab,automatic,3c6jd6atxcg257453,nv,4.2,32444.0,black,gray,prestige chrysler jeep dodge,15200.0,18000.0,2014-12-19 11:45:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c71c3032315,ga,3.7,30878.0,gray,black,toyota financial services,13000.0,12500.0,2014-12-23 13:00:00+08:00
2012,Ram,2500,ST,Crew Cab,automatic,3c6ud5cl2cg200202,tx,3.3,83040.0,white,black,tdaf remarketing,24700.0,26250.0,2014-12-23 10:10:00+08:00
2012,Ram,2500,Laramie Longhorn Edition,Crew Cab,automatic,3c6ud5gl8cg171797,pa,4.6,27163.0,white,brown,a and d motors llc,42500.0,42000.0,2014-12-19 09:30:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd7ft2cs297004,mi,4.1,35865.0,black,black,stratford hyundai,20900.0,20400.0,2015-01-08 01:30:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba6ck542725,tx,4.6,23732.0,blue,gray,mercedes-benz financial services,6800.0,7000.0,2014-12-18 11:00:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c72c3026295,mn,2.0,135537.0,gray,black,toyota financial services,12350.0,6500.0,2014-12-17 10:30:00+08:00
2012,Suzuki,SX4,LE,Sedan,automatic,js2yc5a35c6304092,in,3.4,68557.0,blue,black,five star bank,4500.0,5200.0,2014-12-18 10:00:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c78c3039617,ga,2.9,70281.0,black,black,world omni financial corporation,11350.0,10100.0,2014-12-18 10:00:00+08:00
2012,Ram,2500,SLT,Crew Cab,automatic,3c6ud5dlxcg219658,pa,2.5,35715.0,white,—,tdaf remarketing,31700.0,29600.0,2015-01-02 09:00:00+08:00
2012,Ram,2500,ST,Crew Cab,automatic,3c6td4ct2cg134434,tn,3.1,152570.0,—,gray,sullivan auto group llc,8050.0,11000.0,2015-03-03 02:30:00+08:00
2012,Ram,3500,Laramie,Crew Cab,automatic,3c63drjl9cg209470,in,1.0,154633.0,white,black,chrysler capital,31200.0,19600.0,2014-12-18 12:30:00+08:00
2012,Ram,1500,Laramie Longhorn Edition,Crew Cab,automatic,1c6rd6pt1cs334374,tx,4.3,22301.0,black,black,mike brown chrysler dodge jeep,30000.0,30500.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt3cs195829,pa,4.3,40272.0,white,gray,victory auto,22000.0,23500.0,2015-01-02 09:30:00+08:00
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c77c3034523,ga,2.7,50044.0,black,black,world omni financial corporation,12300.0,9900.0,2014-12-18 10:00:00+08:00
2012,Subaru,Impreza,WRX STI,Sedan,manual,jf1gv8j66cl003253,ny,2.8,46918.0,blue,gray,adk auto brokers inc,29600.0,27000.0,2014-12-30 09:45:00+08:00
2012,Ram,2500,Laramie,Crew Cab,automatic,3c6ud5fl9cg131679,tx,2.9,66736.0,white,black,woodhouse ford inc,37300.0,36750.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,SLT,Crew Cab,automatic,1c6rd7lt3cs177023,wi,3.7,17486.0,gray,gray,harry kaufmann motor cars inc,26700.0,26700.0,2015-01-21 02:00:00+08:00
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd7gp1cs266442,or,2.3,69429.0,white,gray,fifth third bank,16950.0,13300.0,2014-12-23 12:00:00+08:00
2012,Ram,2500,SLT,Crew Cab,manual,3c6ud5dl3cg119062,pa,1.9,56152.0,gray,gray,tdaf remarketing,29300.0,28700.0,2015-01-30 01:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbjc9c3233747,mo,2.0,82539.0,silver,black,ge fleet services for itself/servicer,15000.0,12300.0,2014-12-17 10:30:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd7ft0cs128714,ut,2.5,43937.0,silver,gray,excell auto center,20800.0,17500.0,2014-12-17 11:30:00+08:00
2012,Subaru,Impreza,2.0i,Hatchback,automatic,jf1gpaa64ch211216,pa,3.2,13605.0,white,beige,"jpmorgan chase bank,n.a.",14500.0,14200.0,2014-12-19 09:00:00+08:00
2012,Scion,tC,Base,Hatchback,manual,jtkjf5c74c3025780,pa,4.0,55765.0,yellow,black,adcock brothers inc,12500.0,13200.0,2014-12-23 09:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbjc5c3237729,az,3.8,80192.0,white,tan,ge fleet services for itself/servicer,15250.0,14200.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt2cs186488,mi,5.0,41022.0,gray,gray,kevins marysville auto sales inc,22000.0,23100.0,2014-12-18 09:30:00+08:00
2012,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,4s3bmbb63c3032065,pa,2.7,37504.0,silver,black,fleet street remarketing llc,14550.0,12000.0,2015-01-02 09:00:00+08:00
2012,Scion,tC,Base,Hatchback,manual,jtkjf5c76c3044590,mo,3.8,26883.0,black,black,toyota financial services,12650.0,9000.0,2015-07-07 06:30:00+07:00
2012,Ram,1500,ST,Regular Cab,automatic,3c6jd6at4cg236985,nc,4.2,20507.0,gold,—,santander consumer,15950.0,13800.0,2014-12-22 09:30:00+08:00
2012,Ram,C/V Cargo Van,Base,Minivan,automatic,2c4jdgag6cr262662,tx,2.4,96303.0,white,black,ge fleet services for itself/servicer,7650.0,7100.0,2014-12-18 11:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brblc4c3234978,oh,4.7,73084.0,white,tan,ge fleet services for itself/servicer,15700.0,16900.0,2014-12-23 09:30:00+08:00
2012,smart,fortwo,passion cabriolet,Convertible,automatic,wmeek3ba3ck520775,tx,3.9,41253.0,black,black,mercedes-benz financial services,7000.0,7250.0,2015-01-15 03:00:00+08:00
2012,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbkc8c3233236,ma,3.1,72696.0,white,tan,ge fleet services for itself/servicer,15750.0,14800.0,2014-12-23 09:30:00+08:00
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd7ft5cs326138,ne,1.9,83520.0,white,gray,enterprise vehicle exchange/davenport,13700.0,9100.0,2015-01-08 10:30:00+08:00
2012,Suzuki,SX4,LE Popular Package,Sedan,automatic,js2yc5a31c6303358,pr,4.1,32309.0,gray,tan,oriental bank,6375.0,6500.0,2014-12-23 11:30:00+08:00
2012,Ram,1500,Laramie Longhorn Edition,Crew Cab,automatic,1c6rd7pt1cs169030,mi,2.9,60234.0,burgundy,brown,stratford hyundai,29100.0,27000.0,2015-01-08 01:30:00+08:00
2012,Ram,2500,Laramie,Crew Cab,automatic,3c6ud5fl9cg135750,tx,3.2,74960.0,gray,gray,woodhouse ford inc,36500.0,35000.0,2014-12-18 11:00:00+08:00
2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmcb66c3040733,pr,3.8,18356.0,white,gray,fleet street remarketing llc,16050.0,13200.0,2014-12-18 11:00:00+08:00
2012,Ram,1500,ST,Crew Cab,automatic,1c6rd7kt6cs227379,ga,4.2,51193.0,red,black,young motors llc,21500.0,23600.0,2015-01-08 02:00:00+08:00
2012,Subaru,Forester,2.5X Premium PZEV,SUV,automatic,jf2shacc9ch447088,nc,3.9,76728.0,silver,gray,kernersville chrysler dodge jeep,14250.0,15000.0,2015-02-09 01:00:00+08:00
2012,Subaru,Impreza,WRX STI,Hatchback,manual,jf1gr8h63cl222343,va,4.2,32681.0,black,gray,safford chrysler jeep dodge of fredericksburg,27700.0,27200.0,2014-12-18 09:05:00+08:00
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba7ck561705,pa,4.2,17162.0,silver,black,autohaus lancaster inc,7150.0,7000.0,2014-12-19 09:00:00+08:00
2012,Scion,xB,Base,Wagon,automatic,jtlze4fe3cj012908,tx,3.4,56024.0,burgundy,black,supreme fcu,10100.0,9500.0,2014-12-31 10:10:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk1cr265076,oh,4.2,22631.0,black,gray,toyota financial services,13750.0,14000.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee8c9177985,nv,4.8,40431.0,silver,gray,findlay volkswagen,10350.0,11500.0,2014-12-19 11:45:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk2cu028218,oh,3.7,40111.0,black,black,toyota financial services,14050.0,13700.0,2015-01-06 01:30:00+08:00
2012,Toyota,Camry,L,Sedan,automatic,4t4bf1fk5cr177356,oh,4.6,19596.0,black,—,toyota financial services,13850.0,14400.0,2014-12-23 09:30:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3cu013632,oh,2.5,61012.0,black,gray,toyota financial services,13150.0,12300.0,2014-12-23 09:30:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk8cu557947,oh,4.8,21989.0,red,black,toyota financial services,15100.0,17300.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee4cc828670,mi,3.9,51964.0,gold,beige,santander consumer,9725.0,9200.0,2014-12-18 09:30:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk4cu565138,tx,4.7,27699.0,white,gray,huffines chrysler jeep dodge,14800.0,14000.0,2014-12-18 11:00:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t1bk1fk4cu006541,oh,3.9,38461.0,gray,gray,toyota financial services,16550.0,16700.0,2014-12-23 09:30:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk0cu184161,az,3.9,35747.0,white,black,toyota financial services,14400.0,15700.0,2014-12-18 11:30:00+08:00
2012,Toyota,Highlander,Base,SUV,automatic,5tdbk3eh1cs094863,wi,2.6,34794.0,—,gray,toyota financial services,23100.0,20900.0,2015-01-28 02:00:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk9cr241110,tx,2.3,25115.0,black,gray,autonation toyota north arlington,13600.0,10400.0,2014-12-30 14:00:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk4cr168261,md,3.9,11707.0,gray,gray,toyota financial services,14400.0,14200.0,2014-12-30 09:30:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t1bf1fk3cu518991,oh,4.1,25458.0,blue,beige,toyota financial services,15950.0,16200.0,2014-12-23 09:30:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fkxcr182214,oh,4.8,14895.0,—,tan,toyota financial services,14200.0,14800.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,L,Sedan,automatic,2t1bu4ee9cc904612,fl,3.8,34560.0,gray,gray,santander consumer,9950.0,10200.0,2014-12-18 09:50:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk1cu520738,oh,3.2,24843.0,green,beige,toyota financial services,13600.0,13500.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee1cc916348,ga,2.9,43935.0,blue,gray,world omni financial corporation,10150.0,9700.0,2014-12-18 10:00:00+08:00
2012,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee2cc900997,ga,2.4,44842.0,—,black,world omni financial corporation,11350.0,10000.0,2014-12-23 13:00:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fk8cu003027,mn,2.9,34438.0,gray,black,toyota financial services,17000.0,12300.0,2015-02-04 02:30:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t1bk1fk0cu524744,oh,3.6,18741.0,silver,gray,toyota financial services,18450.0,18000.0,2015-01-06 01:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee0cc856997,pa,1.9,60760.0,black,gray,the hertz corporation,9125.0,8800.0,2015-01-02 09:00:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,jtdbu4ee0c9170495,ga,4.5,30929.0,silver,gray,germain toyota of sarasota,10850.0,11400.0,2014-12-18 10:00:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fk9cu001948,nc,3.0,71787.0,black,black,performance chev subaru porsche,13850.0,14400.0,2015-01-06 01:30:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk2cr177878,ga,3.8,43450.0,blue,gray,toyota financial services,12450.0,12400.0,2014-12-18 10:00:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk8cu012444,oh,3.9,37094.0,blue,black,members auto lease inc,14300.0,14100.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,S,Sedan,automatic,5yfbu4ee5cp042957,nv,4.2,79976.0,gray,black,gm financial,9500.0,10600.0,2014-12-19 12:00:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2cu025531,oh,4.7,31277.0,black,beige,toyota financial services,13200.0,13400.0,2014-12-23 09:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee5cp050587,ca,2.4,58147.0,silver,gray,the hertz corporation,9300.0,8700.0,2014-12-23 12:30:00+08:00
2012,Toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk2cu044988,mo,3.5,30467.0,silver,gray,toyota financial services,16800.0,15500.0,2014-12-31 10:30:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk4cu075847,la,1.0,74297.0,black,—,hertz damaged liquidation,10550.0,4700.0,2014-12-18 10:30:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t4bf1fk9cr199974,ca,1.9,63672.0,silver,gray,the hertz corporation,11500.0,11700.0,2014-12-23 12:30:00+08:00
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee7cp054253,mn,3.6,42861.0,red,gray,toyota financial services,10150.0,9200.0,2014-12-23 14:00:00+08:00
2012,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk1cu030368,il,3.6,52273.0,silver,gray,remarketing by ge/manheim chicago,17700.0,14300.0,2014-12-18 10:00:00+08:00
2012,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk6cu028986,ny,2.4,55083.0,silver,gray,ge fleet services for itself/servicer,16950.0,15000.0,2015-01-08 09:15:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk2cu510252,ga,4.7,26467.0,white,—,world omni financial corporation,13500.0,14000.0,2014-12-18 10:00:00+08:00
2012,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee1cc852912,oh,4.2,33917.0,black,black,toyota financial services,12100.0,11900.0,2014-12-23 09:30:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk0cu540477,in,3.6,54810.0,gray,black,gm financial,13450.0,12700.0,2014-12-18 10:10:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk8cu514435,oh,4.0,28794.0,red,black,toyota financial services,14750.0,15000.0,2014-12-23 09:30:00+08:00
2012,Toyota,Highlander,Base,SUV,automatic,5tdbk3eh8cs131696,nc,3.5,83534.0,black,gray,motorlease corporation,19700.0,18000.0,2015-01-20 01:15:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk4cu103579,nc,3.6,75696.0,white,gray,santander consumer,12350.0,11600.0,2014-12-22 09:30:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t4bf1fk6cr194098,tn,4.1,29880.0,red,tan,wholesale inc # 2,15550.0,16750.0,2014-12-31 10:30:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk4cu582439,ga,4.3,35684.0,red,beige,world omni financial corporation,12950.0,13000.0,2014-12-18 10:00:00+08:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk2cu014965,tn,2.4,35195.0,silver,black,toyota financial services,14450.0,12500.0,2014-12-17 10:30:00+08:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t1bf1fk4cu587687,fl,2.6,37384.0,gold,beige,braman motors,13000.0,10200.0,2014-12-18 09:35:00+08:00
